Instrument,Portfolios,Strategy IDs,Signal,Signal Number,Entry Datetime,Entry ID,Exit ID,Exit Datetime,Exit Type,Intraday/ Positional,Entry Price,Exit Price,Net points,Trade Id,RollOver Id,Current Expiry / next expiry,tradingSymbol,Tracking Price,Tracking Price Time,Tracking Price Revised Time,Appreciation / depreciation,Appreciation %,Revised Appreciated Price,Revised Appreciated Time,A/D price Level,TARGET Profit %,SL %,Exit Time,Exit Price,Entry Price,Delayed exit price,Exit Type,RE_Appreciation / Depreciation,RE_Appreciation / Depreciation %,RE_Appreciation / Depreciation Price,RE A/D price Level,RE_Appreciation / Depreciation Time,RE_Entry Price,RE_Appreciation / Depreciation Exit Price,RE_Appreciation / Depreciation Exit Type,RE_Appreciation / Depreciation Exit Time,max_price - Between Signal start to signal end time,min_price - Between Signal start to signal end time,max_price - Between P_Price and appreciation/ depreciation price,Min_price - Between P_Price and appreciation/ depreciation price,After entry of appreciation/depreciation price till exit - max_price,After entry of appreciation/depreciation price till exit - min_price,After entry of RE_appreciation/depreciation price till exit - max_price,After entry of RE_appreciation/depreciation price till exit - min_price,Capital,Qty,Revised Qty,Qty_Reappreciation,Revised Qty_Reappreciation,ROI_Original,ROI_Reappreciation,Probability_Original,Probability_Reappreciation,Volume at entry,Volume at exit,Volume for x mins
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:15:00,1,1,2019-01-03 09:18:00,,P,,,-15.099999999998545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:15:00,1,2,2019-01-03 09:19:00,,P,,,-28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:15:00,1,3,2019-01-03 09:46:00,,P,,,-9.299999999999272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:15:00,1,4,2019-01-03 09:47:00,,P,,,-4.400000000001455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:15:00,1,5,2019-01-03 10:06:00,,P,,,-3.0499999999992724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:15:00,1,6,2019-01-03 10:07:00,,P,,,6.799999999999272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:15:00,1,7,2019-01-03 10:24:00,,P,,,18.349999999998545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:15:00,1,8,2019-01-03 10:25:00,,P,,,13.849999999998545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:15:00,1,9,2019-01-03 11:06:00,,P,,,-36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:15:00,1,10,2019-01-03 11:07:00,,P,,,-33.900000000001455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:15:00,1,11,2019-01-03 11:12:00,,P,,,-36.29999999999927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:15:00,1,12,2019-01-03 11:13:00,,P,,,-41.650000000001455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:15:00,1,13,2019-01-03 11:24:00,,P,,,-72.59999999999854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:15:00,1,14,2019-01-03 11:25:00,,P,,,-63.20000000000073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:15:00,1,15,2019-01-03 11:56:00,,P,,,-132.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:15:00,1,16,2019-01-03 11:57:00,,P,,,-127.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:15:00,1,17,2019-01-03 12:08:00,,P,,,-123.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:15:00,1,18,2019-01-03 12:09:00,,P,,,-121.79999999999927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:15:00,1,19,2019-01-03 12:16:00,,P,,,-124.65000000000146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:15:00,1,20,2019-01-03 12:17:00,,P,,,-120.84999999999854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:15:00,1,21,2019-01-03 12:24:00,,P,,,-136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:15:00,1,22,2019-01-03 12:25:00,,P,,,-154.84999999999854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:15:00,1,23,2019-01-03 12:40:00,,P,,,-107.59999999999854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:15:00,1,24,2019-01-03 12:41:00,,P,,,-102.29999999999927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:15:00,1,25,2019-01-03 12:50:00,,P,,,-127.20000000000073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:15:00,1,26,2019-01-03 12:51:00,,P,,,-120.84999999999854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:15:00,1,27,2019-01-03 12:56:00,,P,,,-123.79999999999927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:15:00,1,28,2019-01-03 12:57:00,,P,,,-128.04999999999927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:15:00,1,29,2019-01-03 13:04:00,,P,,,-101.70000000000073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:15:00,1,30,2019-01-03 13:05:00,,P,,,-98.84999999999854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:15:00,1,31,2019-01-03 13:14:00,,P,,,-79.45000000000073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:15:00,1,32,2019-01-03 13:15:00,,P,,,-86.45000000000073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:15:00,1,33,2019-01-03 13:24:00,,P,,,-64.90000000000146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:15:00,1,34,2019-01-03 13:25:00,,P,,,-84.90000000000146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:15:00,1,35,2019-01-03 14:04:00,,P,,,-131.04999999999927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:15:00,1,36,2019-01-03 14:05:00,,P,,,-133.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:15:00,1,37,2019-01-03 14:24:00,,P,,,-178.40000000000146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:15:00,1,38,2019-01-03 14:25:00,,P,,,-178.84999999999854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:15:00,1,39,2019-01-03 14:32:00,,P,,,-156.95000000000073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:15:00,1,40,2019-01-03 14:33:00,,P,,,-152.20000000000073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:15:00,1,41,2019-01-03 14:38:00,,P,,,-132.40000000000146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:15:00,1,42,2019-01-03 14:39:00,,P,,,-130.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:15:00,1,43,2019-01-03 15:02:00,,P,,,-157.79999999999927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:15:00,1,44,2019-01-03 15:03:00,,P,,,-160.79999999999927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:15:00,1,45,2019-01-04 09:27:00,Signal Change,P,27032.9,27040.75,-101.0,,,,NIFTY BANK.NSE_IDX,27032.9,2019-01-03 09:15:00,2019-01-04 09:15:00,,,,,,,,2019-01-04 09:27:00,27040.75,27032.9,,Signal Change,,,,,,,,,,27085.9,26983.3,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:15:00,1,46,2019-01-04 09:28:00,Signal Change,P,27032.9,27021.65,-120.09999999999854,,,,NIFTY BANK.NSE_IDX,27032.9,2019-01-03 09:15:00,2019-01-04 09:15:00,,,,,,,,2019-01-04 09:28:00,27021.65,27032.9,,Signal Change,,,,,,,,,,27085.9,26983.3,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:15:00,1,47,2019-01-04 09:39:00,Signal Change,P,27032.9,27014.65,-127.09999999999854,,,,NIFTY BANK.NSE_IDX,27032.9,2019-01-03 09:15:00,2019-01-04 09:15:00,,,,,,,,2019-01-04 09:39:00,27014.65,27032.9,,Signal Change,,,,,,,,,,27085.9,26983.3,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:15:00,1,48,2019-01-04 09:40:00,Signal Change,P,27032.9,27016.95,-124.79999999999927,,,,NIFTY BANK.NSE_IDX,27032.9,2019-01-03 09:15:00,2019-01-04 09:15:00,,,,,,,,2019-01-04 09:40:00,27016.95,27032.9,,Signal Change,,,,,,,,,,27085.9,26983.3,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:15:00,1,49,2019-01-04 09:59:00,Signal Change,P,27032.9,26984.4,-157.34999999999854,,,,NIFTY BANK.NSE_IDX,27032.9,2019-01-03 09:15:00,2019-01-04 09:15:00,,,,,,,,2019-01-04 09:59:00,26984.4,27032.9,,Signal Change,,,,,,,,,,27085.9,26926.1,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:15:00,1,50,2019-01-04 10:00:00,Signal Change,P,27032.9,26966.55,-175.20000000000073,,,,NIFTY BANK.NSE_IDX,27032.9,2019-01-03 09:15:00,2019-01-04 09:15:00,,,,,,,,2019-01-04 10:00:00,26966.55,27032.9,,Signal Change,,,,,,,,,,27085.9,26926.1,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:15:00,1,51,2019-01-04 10:17:00,Signal Change,P,27032.9,26967.05,-174.70000000000073,,,,NIFTY BANK.NSE_IDX,27032.9,2019-01-03 09:15:00,2019-01-04 09:15:00,,,,,,,,2019-01-04 10:17:00,26967.05,27032.9,,Signal Change,,,,,,,,,,27085.9,26926.1,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:15:00,1,52,2019-01-04 10:18:00,Signal Change,P,27032.9,26950.9,-190.84999999999854,,,,NIFTY BANK.NSE_IDX,27032.9,2019-01-03 09:15:00,2019-01-04 09:15:00,,,,,,,,2019-01-04 10:18:00,26950.9,27032.9,,Signal Change,,,,,,,,,,27085.9,26926.1,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:15:00,1,53,2019-01-04 10:41:00,Signal Change,P,27032.9,26967.55,-174.20000000000073,,,,NIFTY BANK.NSE_IDX,27032.9,2019-01-03 09:15:00,2019-01-04 09:15:00,,,,,,,,2019-01-04 10:41:00,26967.55,27032.9,,Signal Change,,,,,,,,,,27085.9,26926.1,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:15:00,1,54,2019-01-04 10:42:00,Signal Change,P,27032.9,26961.95,-179.79999999999927,,,,NIFTY BANK.NSE_IDX,27032.9,2019-01-03 09:15:00,2019-01-04 09:15:00,,,,,,,,2019-01-04 10:42:00,26961.95,27032.9,,Signal Change,,,,,,,,,,27085.9,26926.1,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:15:00,1,55,2019-01-04 11:13:00,Signal Change,P,27032.9,27068.35,-73.40000000000146,,,,NIFTY BANK.NSE_IDX,27032.9,2019-01-03 09:15:00,2019-01-04 09:15:00,,,,,,,,2019-01-04 11:13:00,27068.35,27032.9,,Signal Change,,,,,,,,,,27132.15,26926.1,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:15:00,1,56,2019-01-04 11:14:00,Signal Change,P,27032.9,27068.95,-72.79999999999927,,,,NIFTY BANK.NSE_IDX,27032.9,2019-01-03 09:15:00,2019-01-04 09:15:00,,,,,,,,2019-01-04 11:14:00,27068.95,27032.9,,Signal Change,,,,,,,,,,27132.15,26926.1,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:15:00,1,57,2019-01-04 11:17:00,Signal Change,P,27032.9,27077.8,-63.95000000000073,,,,NIFTY BANK.NSE_IDX,27032.9,2019-01-03 09:15:00,2019-01-04 09:15:00,,,,,,,,2019-01-04 11:17:00,27077.8,27032.9,,Signal Change,,,,,,,,,,27132.15,26926.1,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:18:00,2,1,2019-01-03 09:18:00,,P,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:18:00,2,2,2019-01-03 09:19:00,,P,,,-13.400000000001455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:18:00,2,3,2019-01-03 09:46:00,,P,,,5.799999999999272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:18:00,2,4,2019-01-03 09:47:00,,P,,,10.69999999999709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:18:00,2,5,2019-01-03 10:06:00,,P,,,12.049999999999272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:18:00,2,6,2019-01-03 10:07:00,,P,,,21.899999999997817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:18:00,2,7,2019-01-03 10:24:00,,P,,,33.44999999999709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:18:00,2,8,2019-01-03 10:25:00,,P,,,28.94999999999709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:18:00,2,9,2019-01-03 11:06:00,,P,,,-20.900000000001455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:18:00,2,10,2019-01-03 11:07:00,,P,,,-18.80000000000291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:18:00,2,11,2019-01-03 11:12:00,,P,,,-21.200000000000728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:18:00,2,12,2019-01-03 11:13:00,,P,,,-26.55000000000291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:18:00,2,13,2019-01-03 11:24:00,,P,,,-57.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:18:00,2,14,2019-01-03 11:25:00,,P,,,-48.10000000000218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:18:00,2,15,2019-01-03 11:56:00,,P,,,-117.40000000000146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:18:00,2,16,2019-01-03 11:57:00,,P,,,-112.15000000000146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:18:00,2,17,2019-01-03 12:08:00,,P,,,-108.65000000000146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:18:00,2,18,2019-01-03 12:09:00,,P,,,-106.70000000000073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:18:00,2,19,2019-01-03 12:16:00,,P,,,-109.55000000000291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:18:00,2,20,2019-01-03 12:17:00,,P,,,-105.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:18:00,2,21,2019-01-03 12:24:00,,P,,,-120.90000000000146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:18:00,2,22,2019-01-03 12:25:00,,P,,,-139.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:18:00,2,23,2019-01-03 12:40:00,,P,,,-92.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:18:00,2,24,2019-01-03 12:41:00,,P,,,-87.20000000000073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:18:00,2,25,2019-01-03 12:50:00,,P,,,-112.10000000000218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:18:00,2,26,2019-01-03 12:51:00,,P,,,-105.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:18:00,2,27,2019-01-03 12:56:00,,P,,,-108.70000000000073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:18:00,2,28,2019-01-03 12:57:00,,P,,,-112.95000000000073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:18:00,2,29,2019-01-03 13:04:00,,P,,,-86.60000000000218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:18:00,2,30,2019-01-03 13:05:00,,P,,,-83.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:18:00,2,31,2019-01-03 13:14:00,,P,,,-64.35000000000218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:18:00,2,32,2019-01-03 13:15:00,,P,,,-71.35000000000218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:18:00,2,33,2019-01-03 13:24:00,,P,,,-49.80000000000291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:18:00,2,34,2019-01-03 13:25:00,,P,,,-69.80000000000291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:18:00,2,35,2019-01-03 14:04:00,,P,,,-115.95000000000073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:18:00,2,36,2019-01-03 14:05:00,,P,,,-118.40000000000146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:18:00,2,37,2019-01-03 14:24:00,,P,,,-163.3000000000029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:18:00,2,38,2019-01-03 14:25:00,,P,,,-163.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:18:00,2,39,2019-01-03 14:32:00,,P,,,-141.85000000000218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:18:00,2,40,2019-01-03 14:33:00,,P,,,-137.10000000000218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:18:00,2,41,2019-01-03 14:38:00,,P,,,-117.30000000000291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
BANKNIFTY,F13 - F13_1,1_1,L,1,2019-01-03 09:18:00,2,42,2019-01-03 14:39:00,,P,,,-115.40000000000146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,
