Instrument,Portfolios,Strategy IDs,Signal,Signal Number,Entry Datetime,Entry ID,Exit ID,Exit Datetime,Exit Type,Intraday/ Positional,Entry Price,Exit Price,Net points,only_date,exit_expiry,Symbol,Expiry date,StrikeDiff,LotSize,DTE_CNT,Trade Id,RollOver Id,Current Expiry / next expiry,tradingSymbol,Tracking Price,Tracking Price Time,Tracking Price Revised Time,Appreciation / depreciation,Appreciation %,Revised Appreciated Price,Revised Appreciated Time,A/D price Level,TARGET Profit %,SL %,Exit Time,Exit Price,Entry Price,Delayed exit price,Exit Type,RE_Appreciation / Depreciation,RE_Appreciation / Depreciation %,RE_Appreciation / Depreciation Price,RE A/D price Level,RE_Appreciation / Depreciation Time,RE_Entry Price,RE_Appreciation / Depreciation Exit Price,RE_Appreciation / Depreciation Exit Type,RE_Appreciation / Depreciation Exit Time,max_price - Between Signal start to signal end time,min_price - Between Signal start to signal end time,max_price - Between P_Price and appreciation/ depreciation price,Min_price - Between P_Price and appreciation/ depreciation price,After entry of appreciation/depreciation price till exit - max_price,After entry of appreciation/depreciation price till exit - min_price,After entry of RE_appreciation/depreciation price till exit - max_price,After entry of RE_appreciation/depreciation price till exit - min_price,Capital,Qty,Revised Qty,Qty_Reappreciation,Revised Qty_Reappreciation,ROI_Original,ROI_Reappreciation,Probability_Original,Probability_Reappreciation,Volume at entry,Volume at exit,Volume for x mins
BANKNIFTY,F13 - F13_1,1_1,S,22,2019-01-23 11:58:00,6,3,2019-01-23 12:25:00,,P,,,-46.29999999999927,2019-01-23,2019-01-24,BANKNIFTY,2019-01-24,20,100,1,,,,,,,,APPRECIATION,0.01,,,,0.01,,,,,,,APPRECIATION,0.0,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,5
BANKNIFTY,F13 - F13_1,1_1,S,22,2019-01-23 11:58:00,6,4,2019-01-23 12:26:00,,P,,,-49.39999999999782,2019-01-23,2019-01-24,BANKNIFTY,2019-01-24,20,100,1,,,,,,,,APPRECIATION,0.01,,,,0.01,,,,,,,APPRECIATION,0.0,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,5
BANKNIFTY,F13 - F13_1,1_1,S,22,2019-01-23 11:58:00,6,5,2019-01-23 12:41:00,,P,,,-35.25,2019-01-23,2019-01-24,BANKNIFTY,2019-01-24,20,100,1,,,,,,,,APPRECIATION,0.01,,,,0.01,,,,,,,APPRECIATION,0.0,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,5
BANKNIFTY,F13 - F13_1,1_1,S,22,2019-01-23 11:58:00,6,6,2019-01-23 12:42:00,,P,,,-39.599999999998545,2019-01-23,2019-01-24,BANKNIFTY,2019-01-24,20,100,1,,,,,,,,APPRECIATION,0.01,,,,0.01,,,,,,,APPRECIATION,0.0,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,5
BANKNIFTY,F13 - F13_1,1_1,S,22,2019-01-23 11:58:00,6,7,2019-01-23 12:53:00,,P,,,-34.75,2019-01-23,2019-01-24,BANKNIFTY,2019-01-24,20,100,1,,,,,,,,APPRECIATION,0.01,,,,0.01,,,,,,,APPRECIATION,0.0,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,5
BANKNIFTY,F13 - F13_1,1_1,S,22,2019-01-23 11:58:00,6,8,2019-01-23 12:54:00,,P,,,-35.64999999999782,2019-01-23,2019-01-24,BANKNIFTY,2019-01-24,20,100,1,,,,,,,,APPRECIATION,0.01,,,,0.01,,,,,,,APPRECIATION,0.0,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,5
BANKNIFTY,F13 - F13_1,1_1,S,22,2019-01-23 11:58:00,6,9,2019-01-23 13:15:00,,P,,,-14.399999999997817,2019-01-23,2019-01-24,BANKNIFTY,2019-01-24,20,100,1,,,,,,,,APPRECIATION,0.01,,,,0.01,,,,,,,APPRECIATION,0.0,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,5
BANKNIFTY,F13 - F13_1,1_1,S,22,2019-01-23 11:58:00,6,10,2019-01-23 13:16:00,,P,,,-7.69999999999709,2019-01-23,2019-01-24,BANKNIFTY,2019-01-24,20,100,1,,,,,,,,APPRECIATION,0.01,,,,0.01,,,,,,,APPRECIATION,0.0,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,5
BANKNIFTY,F13 - F13_1,1_1,S,22,2019-01-23 11:58:00,6,11,2019-01-23 13:23:00,,P,,,7.700000000000728,2019-01-23,2019-01-24,BANKNIFTY,2019-01-24,20,100,1,,,,,,,,APPRECIATION,0.01,,,,0.01,,,,,,,APPRECIATION,0.0,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,5
BANKNIFTY,F13 - F13_1,1_1,S,22,2019-01-23 11:58:00,6,12,2019-01-23 13:24:00,,P,,,5.400000000001455,2019-01-23,2019-01-24,BANKNIFTY,2019-01-24,20,100,1,,,,,,,,APPRECIATION,0.01,,,,0.01,,,,,,,APPRECIATION,0.0,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,5
BANKNIFTY,F13 - F13_1,1_1,S,22,2019-01-23 11:58:00,6,13,2019-01-23 13:37:00,,P,,,29.05000000000291,2019-01-23,2019-01-24,BANKNIFTY,2019-01-24,20,100,1,,,,,,,,APPRECIATION,0.01,,,,0.01,,,,,,,APPRECIATION,0.0,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,5
BANKNIFTY,F13 - F13_1,1_1,S,22,2019-01-23 11:58:00,6,14,2019-01-23 13:38:00,,P,,,28.05000000000291,2019-01-23,2019-01-24,BANKNIFTY,2019-01-24,20,100,1,,,,,,,,APPRECIATION,0.01,,,,0.01,,,,,,,APPRECIATION,0.0,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,5
BANKNIFTY,F13 - F13_1,1_1,S,22,2019-01-23 11:58:00,6,15,2019-01-23 13:47:00,,P,,,32.85000000000218,2019-01-23,2019-01-24,BANKNIFTY,2019-01-24,20,100,1,,,,,,,,APPRECIATION,0.01,,,,0.01,,,,,,,APPRECIATION,0.0,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,5
BANKNIFTY,F13 - F13_1,1_1,S,22,2019-01-23 11:58:00,6,16,2019-01-23 13:48:00,,P,,,27.700000000000728,2019-01-23,2019-01-24,BANKNIFTY,2019-01-24,20,100,1,,,,,,,,APPRECIATION,0.01,,,,0.01,,,,,,,APPRECIATION,0.0,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,5
BANKNIFTY,F13 - F13_1,1_1,S,22,2019-01-23 11:58:00,6,17,2019-01-23 14:15:00,,P,,,4.0,2019-01-23,2019-01-24,BANKNIFTY,2019-01-24,20,100,1,,,,,,,,APPRECIATION,0.01,,,,0.01,,,,,,,APPRECIATION,0.0,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,5
BANKNIFTY,F13 - F13_1,1_1,S,22,2019-01-23 11:58:00,6,18,2019-01-23 14:16:00,,P,,,2.850000000002183,2019-01-23,2019-01-24,BANKNIFTY,2019-01-24,20,100,1,,,,,,,,APPRECIATION,0.01,,,,0.01,,,,,,,APPRECIATION,0.0,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,5
BANKNIFTY,F13 - F13_1,1_1,S,22,2019-01-23 11:58:00,6,19,2019-01-23 14:27:00,,P,,,72.45000000000073,2019-01-23,2019-01-24,BANKNIFTY,2019-01-24,20,100,1,,,,,,,,APPRECIATION,0.01,,,,0.01,,,,,,,APPRECIATION,0.0,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,5
BANKNIFTY,F13 - F13_1,1_1,S,22,2019-01-23 12:01:00,7,1,2019-01-23 12:03:00,,P,,,-7.19999999999709,2019-01-23,2019-01-24,BANKNIFTY,2019-01-24,20,100,1,,,,,,,,APPRECIATION,0.01,,,,0.01,,,,,,,APPRECIATION,0.0,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,5
BANKNIFTY,F13 - F13_1,1_1,S,22,2019-01-23 12:01:00,7,2,2019-01-23 12:04:00,,P,,,-13.299999999999272,2019-01-23,2019-01-24,BANKNIFTY,2019-01-24,20,100,1,,,,,,,,APPRECIATION,0.01,,,,0.01,,,,,,,APPRECIATION,0.0,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,5
BANKNIFTY,F13 - F13_1,1_1,S,22,2019-01-23 12:01:00,7,3,2019-01-23 12:25:00,,P,,,-40.04999999999927,2019-01-23,2019-01-24,BANKNIFTY,2019-01-24,20,100,1,,,,,,,,APPRECIATION,0.01,,,,0.01,,,,,,,APPRECIATION,0.0,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,5
BANKNIFTY,F13 - F13_1,1_1,S,22,2019-01-23 12:01:00,7,4,2019-01-23 12:26:00,,P,,,-43.14999999999782,2019-01-23,2019-01-24,BANKNIFTY,2019-01-24,20,100,1,,,,,,,,APPRECIATION,0.01,,,,0.01,,,,,,,APPRECIATION,0.0,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,5
BANKNIFTY,F13 - F13_1,1_1,S,22,2019-01-23 12:01:00,7,5,2019-01-23 12:41:00,,P,,,-29.0,2019-01-23,2019-01-24,BANKNIFTY,2019-01-24,20,100,1,,,,,,,,APPRECIATION,0.01,,,,0.01,,,,,,,APPRECIATION,0.0,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,5
BANKNIFTY,F13 - F13_1,1_1,S,22,2019-01-23 12:01:00,7,6,2019-01-23 12:42:00,,P,,,-33.349999999998545,2019-01-23,2019-01-24,BANKNIFTY,2019-01-24,20,100,1,,,,,,,,APPRECIATION,0.01,,,,0.01,,,,,,,APPRECIATION,0.0,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,5
BANKNIFTY,F13 - F13_1,1_1,S,22,2019-01-23 12:01:00,7,7,2019-01-23 12:53:00,,P,,,-28.5,2019-01-23,2019-01-24,BANKNIFTY,2019-01-24,20,100,1,,,,,,,,APPRECIATION,0.01,,,,0.01,,,,,,,APPRECIATION,0.0,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,5
BANKNIFTY,F13 - F13_1,1_1,S,22,2019-01-23 12:01:00,7,8,2019-01-23 12:54:00,,P,,,-29.399999999997817,2019-01-23,2019-01-24,BANKNIFTY,2019-01-24,20,100,1,,,,,,,,APPRECIATION,0.01,,,,0.01,,,,,,,APPRECIATION,0.0,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,5
BANKNIFTY,F13 - F13_1,1_1,S,22,2019-01-23 12:01:00,7,9,2019-01-23 13:15:00,,P,,,-8.149999999997817,2019-01-23,2019-01-24,BANKNIFTY,2019-01-24,20,100,1,,,,,,,,APPRECIATION,0.01,,,,0.01,,,,,,,APPRECIATION,0.0,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,5
BANKNIFTY,F13 - F13_1,1_1,S,22,2019-01-23 12:01:00,7,10,2019-01-23 13:16:00,,P,,,-1.4499999999970896,2019-01-23,2019-01-24,BANKNIFTY,2019-01-24,20,100,1,,,,,,,,APPRECIATION,0.01,,,,0.01,,,,,,,APPRECIATION,0.0,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,5
BANKNIFTY,F13 - F13_1,1_1,S,22,2019-01-23 12:01:00,7,11,2019-01-23 13:23:00,,P,,,13.950000000000728,2019-01-23,2019-01-24,BANKNIFTY,2019-01-24,20,100,1,,,,,,,,APPRECIATION,0.01,,,,0.01,,,,,,,APPRECIATION,0.0,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,5
BANKNIFTY,F13 - F13_1,1_1,S,22,2019-01-23 12:01:00,7,12,2019-01-23 13:24:00,,P,,,11.650000000001455,2019-01-23,2019-01-24,BANKNIFTY,2019-01-24,20,100,1,,,,,,,,APPRECIATION,0.01,,,,0.01,,,,,,,APPRECIATION,0.0,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,5
BANKNIFTY,F13 - F13_1,1_1,S,22,2019-01-23 12:01:00,7,13,2019-01-23 13:37:00,,P,,,35.30000000000291,2019-01-23,2019-01-24,BANKNIFTY,2019-01-24,20,100,1,,,,,,,,APPRECIATION,0.01,,,,0.01,,,,,,,APPRECIATION,0.0,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,5
BANKNIFTY,F13 - F13_1,1_1,S,22,2019-01-23 12:01:00,7,14,2019-01-23 13:38:00,,P,,,34.30000000000291,2019-01-23,2019-01-24,BANKNIFTY,2019-01-24,20,100,1,,,,,,,,APPRECIATION,0.01,,,,0.01,,,,,,,APPRECIATION,0.0,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,5
BANKNIFTY,F13 - F13_1,1_1,S,22,2019-01-23 12:01:00,7,15,2019-01-23 13:47:00,,P,,,39.10000000000218,2019-01-23,2019-01-24,BANKNIFTY,2019-01-24,20,100,1,,,,,,,,APPRECIATION,0.01,,,,0.01,,,,,,,APPRECIATION,0.0,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,5
BANKNIFTY,F13 - F13_1,1_1,S,22,2019-01-23 12:01:00,7,16,2019-01-23 13:48:00,,P,,,33.95000000000073,2019-01-23,2019-01-24,BANKNIFTY,2019-01-24,20,100,1,,,,,,,,APPRECIATION,0.01,,,,0.01,,,,,,,APPRECIATION,0.0,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,5
BANKNIFTY,F13 - F13_1,1_1,S,22,2019-01-23 12:01:00,7,17,2019-01-23 14:15:00,,P,,,10.25,2019-01-23,2019-01-24,BANKNIFTY,2019-01-24,20,100,1,,,,,,,,APPRECIATION,0.01,,,,0.01,,,,,,,APPRECIATION,0.0,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,5
BANKNIFTY,F13 - F13_1,1_1,S,22,2019-01-23 12:01:00,7,18,2019-01-23 14:16:00,,P,,,9.100000000002183,2019-01-23,2019-01-24,BANKNIFTY,2019-01-24,20,100,1,,,,,,,,APPRECIATION,0.01,,,,0.01,,,,,,,APPRECIATION,0.0,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,5
BANKNIFTY,F13 - F13_1,1_1,S,22,2019-01-23 12:01:00,7,19,2019-01-23 14:27:00,,P,,,78.70000000000073,2019-01-23,2019-01-24,BANKNIFTY,2019-01-24,20,100,1,,,,,,,,APPRECIATION,0.01,,,,0.01,,,,,,,APPRECIATION,0.0,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,5
BANKNIFTY,F13 - F13_1,1_1,S,22,2019-01-23 12:04:00,8,1,2019-01-23 12:04:00,,P,,,0.0,2019-01-23,2019-01-24,BANKNIFTY,2019-01-24,20,100,1,,,,,,,,APPRECIATION,0.01,,,,0.01,,,,,,,APPRECIATION,0.0,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,5
BANKNIFTY,F13 - F13_1,1_1,S,22,2019-01-23 12:04:00,8,2,2019-01-23 12:25:00,,P,,,-26.75,2019-01-23,2019-01-24,BANKNIFTY,2019-01-24,20,100,1,,,,,,,,APPRECIATION,0.01,,,,0.01,,,,,,,APPRECIATION,0.0,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,5
BANKNIFTY,F13 - F13_1,1_1,S,22,2019-01-23 12:04:00,8,3,2019-01-23 12:26:00,,P,,,-29.849999999998545,2019-01-23,2019-01-24,BANKNIFTY,2019-01-24,20,100,1,,,,,,,,APPRECIATION,0.01,,,,0.01,,,,,,,APPRECIATION,0.0,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,5
BANKNIFTY,F13 - F13_1,1_1,S,22,2019-01-23 12:04:00,8,4,2019-01-23 12:41:00,,P,,,-15.700000000000728,2019-01-23,2019-01-24,BANKNIFTY,2019-01-24,20,100,1,,,,,,,,APPRECIATION,0.01,,,,0.01,,,,,,,APPRECIATION,0.0,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,5
BANKNIFTY,F13 - F13_1,1_1,S,22,2019-01-23 12:04:00,8,5,2019-01-23 12:42:00,,P,,,-20.049999999999272,2019-01-23,2019-01-24,BANKNIFTY,2019-01-24,20,100,1,,,,,,,,APPRECIATION,0.01,,,,0.01,,,,,,,APPRECIATION,0.0,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,5
BANKNIFTY,F13 - F13_1,1_1,S,22,2019-01-23 12:04:00,8,6,2019-01-23 12:53:00,,P,,,-15.200000000000728,2019-01-23,2019-01-24,BANKNIFTY,2019-01-24,20,100,1,,,,,,,,APPRECIATION,0.01,,,,0.01,,,,,,,APPRECIATION,0.0,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,5
BANKNIFTY,F13 - F13_1,1_1,S,22,2019-01-23 12:04:00,8,7,2019-01-23 12:54:00,,P,,,-16.099999999998545,2019-01-23,2019-01-24,BANKNIFTY,2019-01-24,20,100,1,,,,,,,,APPRECIATION,0.01,,,,0.01,,,,,,,APPRECIATION,0.0,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,5
BANKNIFTY,F13 - F13_1,1_1,S,22,2019-01-23 12:04:00,8,8,2019-01-23 13:15:00,,P,,,5.150000000001455,2019-01-23,2019-01-24,BANKNIFTY,2019-01-24,20,100,1,,,,,,,,APPRECIATION,0.01,,,,0.01,,,,,,,APPRECIATION,0.0,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,5
BANKNIFTY,F13 - F13_1,1_1,S,22,2019-01-23 12:04:00,8,9,2019-01-23 13:16:00,,P,,,11.850000000002183,2019-01-23,2019-01-24,BANKNIFTY,2019-01-24,20,100,1,,,,,,,,APPRECIATION,0.01,,,,0.01,,,,,,,APPRECIATION,0.0,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,5
BANKNIFTY,F13 - F13_1,1_1,S,22,2019-01-23 12:04:00,8,10,2019-01-23 13:23:00,,P,,,27.25,2019-01-23,2019-01-24,BANKNIFTY,2019-01-24,20,100,1,,,,,,,,APPRECIATION,0.01,,,,0.01,,,,,,,APPRECIATION,0.0,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,5
BANKNIFTY,F13 - F13_1,1_1,S,22,2019-01-23 12:04:00,8,11,2019-01-23 13:24:00,,P,,,24.950000000000728,2019-01-23,2019-01-24,BANKNIFTY,2019-01-24,20,100,1,,,,,,,,APPRECIATION,0.01,,,,0.01,,,,,,,APPRECIATION,0.0,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,5
BANKNIFTY,F13 - F13_1,1_1,S,22,2019-01-23 12:04:00,8,12,2019-01-23 13:37:00,,P,,,48.60000000000218,2019-01-23,2019-01-24,BANKNIFTY,2019-01-24,20,100,1,,,,,,,,APPRECIATION,0.01,,,,0.01,,,,,,,APPRECIATION,0.0,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,5
BANKNIFTY,F13 - F13_1,1_1,S,22,2019-01-23 12:04:00,8,13,2019-01-23 13:38:00,,P,,,47.60000000000218,2019-01-23,2019-01-24,BANKNIFTY,2019-01-24,20,100,1,,,,,,,,APPRECIATION,0.01,,,,0.01,,,,,,,APPRECIATION,0.0,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,5
BANKNIFTY,F13 - F13_1,1_1,S,22,2019-01-23 12:04:00,8,14,2019-01-23 13:47:00,,P,,,52.400000000001455,2019-01-23,2019-01-24,BANKNIFTY,2019-01-24,20,100,1,,,,,,,,APPRECIATION,0.01,,,,0.01,,,,,,,APPRECIATION,0.0,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,5
BANKNIFTY,F13 - F13_1,1_1,S,22,2019-01-23 12:04:00,8,15,2019-01-23 13:48:00,,P,,,47.25,2019-01-23,2019-01-24,BANKNIFTY,2019-01-24,20,100,1,,,,,,,,APPRECIATION,0.01,,,,0.01,,,,,,,APPRECIATION,0.0,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,5
BANKNIFTY,F13 - F13_1,1_1,S,22,2019-01-23 12:04:00,8,16,2019-01-23 14:15:00,,P,,,23.549999999999272,2019-01-23,2019-01-24,BANKNIFTY,2019-01-24,20,100,1,,,,,,,,APPRECIATION,0.01,,,,0.01,,,,,,,APPRECIATION,0.0,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,5
BANKNIFTY,F13 - F13_1,1_1,S,22,2019-01-23 12:04:00,8,17,2019-01-23 14:16:00,,P,,,22.400000000001455,2019-01-23,2019-01-24,BANKNIFTY,2019-01-24,20,100,1,,,,,,,,APPRECIATION,0.01,,,,0.01,,,,,,,APPRECIATION,0.0,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,5
BANKNIFTY,F13 - F13_1,1_1,S,22,2019-01-23 12:04:00,8,18,2019-01-23 14:27:00,,P,,,92.0,2019-01-23,2019-01-24,BANKNIFTY,2019-01-24,20,100,1,,,,,,,,APPRECIATION,0.01,,,,0.01,,,,,,,APPRECIATION,0.0,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,5
BANKNIFTY,F13 - F13_1,1_1,S,22,2019-01-23 12:07:00,9,1,2019-01-23 12:25:00,,P,,,-12.150000000001455,2019-01-23,2019-01-24,BANKNIFTY,2019-01-24,20,100,1,,,,,,,,APPRECIATION,0.01,,,,0.01,,,,,,,APPRECIATION,0.0,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,5
BANKNIFTY,F13 - F13_1,1_1,S,22,2019-01-23 12:07:00,9,2,2019-01-23 12:26:00,,P,,,-15.25,2019-01-23,2019-01-24,BANKNIFTY,2019-01-24,20,100,1,,,,,,,,APPRECIATION,0.01,,,,0.01,,,,,,,APPRECIATION,0.0,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,5
BANKNIFTY,F13 - F13_1,1_1,S,22,2019-01-23 12:07:00,9,3,2019-01-23 12:41:00,,P,,,-1.1000000000021828,2019-01-23,2019-01-24,BANKNIFTY,2019-01-24,20,100,1,,,,,,,,APPRECIATION,0.01,,,,0.01,,,,,,,APPRECIATION,0.0,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,5
BANKNIFTY,F13 - F13_1,1_1,S,22,2019-01-23 12:07:00,9,4,2019-01-23 12:42:00,,P,,,-5.450000000000728,2019-01-23,2019-01-24,BANKNIFTY,2019-01-24,20,100,1,,,,,,,,APPRECIATION,0.01,,,,0.01,,,,,,,APPRECIATION,0.0,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,5
BANKNIFTY,F13 - F13_1,1_1,S,22,2019-01-23 12:07:00,9,5,2019-01-23 12:53:00,,P,,,-0.6000000000021828,2019-01-23,2019-01-24,BANKNIFTY,2019-01-24,20,100,1,,,,,,,,APPRECIATION,0.01,,,,0.01,,,,,,,APPRECIATION,0.0,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,5
BANKNIFTY,F13 - F13_1,1_1,S,22,2019-01-23 12:07:00,9,6,2019-01-23 12:54:00,,P,,,-1.5,2019-01-23,2019-01-24,BANKNIFTY,2019-01-24,20,100,1,,,,,,,,APPRECIATION,0.01,,,,0.01,,,,,,,APPRECIATION,0.0,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,5
BANKNIFTY,F13 - F13_1,1_1,S,22,2019-01-23 12:07:00,9,7,2019-01-23 13:15:00,,P,,,19.75,2019-01-23,2019-01-24,BANKNIFTY,2019-01-24,20,100,1,,,,,,,,APPRECIATION,0.01,,,,0.01,,,,,,,APPRECIATION,0.0,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,5
BANKNIFTY,F13 - F13_1,1_1,S,22,2019-01-23 12:07:00,9,8,2019-01-23 13:16:00,,P,,,26.450000000000728,2019-01-23,2019-01-24,BANKNIFTY,2019-01-24,20,100,1,,,,,,,,APPRECIATION,0.01,,,,0.01,,,,,,,APPRECIATION,0.0,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,5
BANKNIFTY,F13 - F13_1,1_1,S,22,2019-01-23 12:07:00,9,9,2019-01-23 13:23:00,,P,,,41.849999999998545,2019-01-23,2019-01-24,BANKNIFTY,2019-01-24,20,100,1,,,,,,,,APPRECIATION,0.01,,,,0.01,,,,,,,APPRECIATION,0.0,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,5
BANKNIFTY,F13 - F13_1,1_1,S,22,2019-01-23 12:07:00,9,10,2019-01-23 13:24:00,,P,,,39.54999999999927,2019-01-23,2019-01-24,BANKNIFTY,2019-01-24,20,100,1,,,,,,,,APPRECIATION,0.01,,,,0.01,,,,,,,APPRECIATION,0.0,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,5
BANKNIFTY,F13 - F13_1,1_1,S,22,2019-01-23 12:07:00,9,11,2019-01-23 13:37:00,,P,,,63.20000000000073,2019-01-23,2019-01-24,BANKNIFTY,2019-01-24,20,100,1,,,,,,,,APPRECIATION,0.01,,,,0.01,,,,,,,APPRECIATION,0.0,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,5
BANKNIFTY,F13 - F13_1,1_1,S,22,2019-01-23 12:07:00,9,12,2019-01-23 13:38:00,,P,,,62.20000000000073,2019-01-23,2019-01-24,BANKNIFTY,2019-01-24,20,100,1,,,,,,,,APPRECIATION,0.01,,,,0.01,,,,,,,APPRECIATION,0.0,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,5
BANKNIFTY,F13 - F13_1,1_1,S,22,2019-01-23 12:07:00,9,13,2019-01-23 13:47:00,,P,,,67.0,2019-01-23,2019-01-24,BANKNIFTY,2019-01-24,20,100,1,,,,,,,,APPRECIATION,0.01,,,,0.01,,,,,,,APPRECIATION,0.0,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,5
BANKNIFTY,F13 - F13_1,1_1,S,22,2019-01-23 12:07:00,9,14,2019-01-23 13:48:00,,P,,,61.849999999998545,2019-01-23,2019-01-24,BANKNIFTY,2019-01-24,20,100,1,,,,,,,,APPRECIATION,0.01,,,,0.01,,,,,,,APPRECIATION,0.0,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,5
BANKNIFTY,F13 - F13_1,1_1,S,22,2019-01-23 12:07:00,9,15,2019-01-23 14:15:00,,P,,,38.14999999999782,2019-01-23,2019-01-24,BANKNIFTY,2019-01-24,20,100,1,,,,,,,,APPRECIATION,0.01,,,,0.01,,,,,,,APPRECIATION,0.0,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,5
BANKNIFTY,F13 - F13_1,1_1,S,22,2019-01-23 12:07:00,9,16,2019-01-23 14:16:00,,P,,,37.0,2019-01-23,2019-01-24,BANKNIFTY,2019-01-24,20,100,1,,,,,,,,APPRECIATION,0.01,,,,0.01,,,,,,,APPRECIATION,0.0,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,5
BANKNIFTY,F13 - F13_1,1_1,S,22,2019-01-23 12:07:00,9,17,2019-01-23 14:27:00,,P,,,106.59999999999854,2019-01-23,2019-01-24,BANKNIFTY,2019-01-24,20,100,1,,,,,,,,APPRECIATION,0.01,,,,0.01,,,,,,,APPRECIATION,0.0,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,5
BANKNIFTY,F13 - F13_1,1_1,S,22,2019-01-23 12:10:00,10,1,2019-01-23 12:25:00,,P,,,-5.5,2019-01-23,2019-01-24,BANKNIFTY,2019-01-24,20,100,1,,,,,,,,APPRECIATION,0.01,,,,0.01,,,,,,,APPRECIATION,0.0,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,5
BANKNIFTY,F13 - F13_1,1_1,S,22,2019-01-23 12:10:00,10,2,2019-01-23 12:26:00,,P,,,-8.599999999998545,2019-01-23,2019-01-24,BANKNIFTY,2019-01-24,20,100,1,,,,,,,,APPRECIATION,0.01,,,,0.01,,,,,,,APPRECIATION,0.0,,,,,,,,,,,,,,,,100000000.0,,,,,,,,,,,5
