Portfolio Number,Strategy ID,instrument,start_date,end_date,segment,OPTBUYING,expiry,strike,dte_based_testing,dte_from,ade_based_entry,appreciation_depreciation,ade_percentage,target,target_profit_percentage,sl_trading,sl_percentage,re_deployment,re_ade_based_entry,re_appreciation_depreciation,re_ade_percentage,next_expiry_trading,next_dte_from,next_expiry,premium_feature,volume_feature,volume_minutes,capital,risk,leverage,hedge,hedge_expiry,hedge_strike,hedge_delayed_exit,dte_based_exit,exit_dte_number,exit_dte_time,rollover_candle
1,1,NIFTY,1/11/2022,30/11/2022,OPTIONS,YES,1,1,TRUE,2,FALSE,Appreciation,0.1,FALSE,0.03,FLASE,0.03,FALSE,TRUE,Depreciation,0.02,TRUE,1,3,FALSE,TRUE,5,"100,000,000",0.04,2,TRUE,2,1,TRUE,TRUE,2,9:24:00,2
