SYMBOL,EXPIRY_01,EXPIRY_02,EXPIRY_03,EXPIRY_04,EXPIRY_05,EXPIRY_06,EXPIRY_07,EXPIRY_08,EXPIRY_09,EXPIRY_10,EXPIRY_11,EXPIRY_12,EXPIRY_13,EXPIRY_14,TIMESTAMP,EXPIRY_15,EXPIRY_16,EXPIRY_17,EXPIRY_18,EXPIRY_19,EXPIRY_20,EXPIRY_21
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,6/24/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,6/24/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,6/25/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,6/25/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,6/26/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,6/26/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,6/27/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,6/27/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,6/28/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,6/28/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,7/1/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,7/1/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,7/2/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,7/2/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,7/3/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,7/3/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,7/4/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,7/4/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,7/5/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,7/5/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,7/8/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,7/8/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,7/9/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,7/9/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,7/10/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,7/10/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,7/11/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,7/11/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,7/12/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,7/12/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,7/15/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,7/15/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,7/16/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,7/16/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,7/17/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,7/17/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,7/18/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,7/18/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,7/19/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,7/19/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,7/22/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,7/22/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,7/23/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,7/23/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,7/24/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,7/24/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,7/25/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,7/25/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,7/26/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,7/26/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,7/29/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,7/29/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,7/30/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,7/30/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,7/31/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,7/31/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,8/1/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,8/1/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,8/2/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,8/2/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,8/5/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,8/5/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,8/6/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,8/6/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,8/7/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,8/7/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,8/8/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,8/8/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,8/9/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,8/9/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,8/13/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,8/13/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,8/14/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,8/14/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,8/16/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,8/16/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,8/19/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,8/19/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,8/20/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,8/20/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,8/21/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,8/21/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,8/22/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,8/22/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,8/23/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,8/23/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,8/26/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,8/26/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,8/27/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,8/27/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,8/28/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,8/28/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,8/29/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,8/29/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,8/30/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,8/30/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,9/3/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,9/3/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,9/4/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,9/4/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,9/5/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,9/5/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,9/6/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,9/6/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,9/9/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,9/9/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,9/11/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,9/11/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,9/12/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,9/12/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,9/13/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,9/13/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,9/16/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,9/16/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,9/17/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,9/17/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,9/18/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,9/18/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,9/19/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,9/19/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,9/20/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,9/20/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,9/23/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,9/23/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,9/24/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,9/24/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,9/25/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,9/25/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,9/26/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,9/26/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,9/27/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,9/27/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,9/30/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,9/30/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,10/1/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,10/1/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,10/3/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,10/3/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,10/4/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,10/4/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,10/7/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,10/7/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,10/9/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,10/9/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,10/10/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,10/10/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,10/11/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,10/11/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,10/14/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,10/14/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,10/15/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,10/15/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,10/16/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,10/16/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,10/17/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,10/17/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,10/18/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,10/18/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,10/22/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,10/22/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,10/23/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,10/23/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,10/24/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,10/24/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,10/25/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,10/25/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,10/27/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,10/27/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,10/29/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,10/29/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,10/30/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,10/30/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,10/31/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,10/31/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,11/1/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,11/1/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,11/4/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,11/4/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,11/5/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,11/5/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,11/6/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,11/6/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,11/7/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,11/7/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,11/8/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,11/8/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,11/11/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,11/11/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,11/13/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,11/13/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,11/14/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,11/14/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,11/15/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,11/15/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,11/18/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,11/18/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,11/19/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,11/19/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,11/20/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,11/20/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,11/21/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,11/21/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,11/22/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,11/22/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,11/25/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,11/25/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,11/26/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,11/26/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,11/27/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,11/27/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,11/28/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,11/28/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,11/29/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,11/29/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,12/2/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,12/2/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,12/3/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,12/3/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,12/4/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,12/4/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,12/5/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,12/5/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,12/6/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,12/6/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,12/9/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,12/9/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,12/10/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,12/10/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,12/11/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,12/11/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,12/12/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,12/12/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,12/13/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,12/13/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,12/16/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,12/16/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,12/17/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,12/17/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,12/18/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,12/18/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,12/19/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,12/19/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,12/20/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,12/20/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,12/23/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,12/23/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,12/24/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,12/24/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,12/26/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,12/26/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,12/27/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,12/27/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,12/30/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,12/30/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,12/31/2019,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,12/31/2019,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,1/1/2020,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,1/1/2020,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,1/2/2020,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,1/2/2020,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,1/3/2020,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,1/3/2020,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,1/6/2020,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,1/6/2020,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,1/7/2020,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,1/7/2020,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,1/8/2020,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,1/8/2020,100,100,100,100,100,100,100
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,1/9/2020,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,100,100,100,1/9/2020,100,100,100,100,100,100,100
