SYMBOL,EXPIRY_01,EXPIRY_02,EXPIRY_03,EXPIRY_04,EXPIRY_05,EXPIRY_06,EXPIRY_07,EXPIRY_08,EXPIRY_09,TIMESTAMP,EXPIRY_10,EXPIRY_11,EXPIRY_12,EXPIRY_13,EXPIRY_14,EXPIRY_15,EXPIRY_16,EXPIRY_17,EXPIRY_18,EXPIRY_19,EXPIRY_20,EXPIRY_21
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,,2019-01-16,,,,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,,,,,2019-01-17,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,2019-01-17,,,,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,,,,,,2019-01-18,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-01-18,,,,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,,,,,2019-01-21,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,,2019-01-21,,,,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,,,,,2019-01-22,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,2019-01-22,,,,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,,,,,,2019-01-23,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-01-23,,,,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,,,,,2019-01-24,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,,2019-01-24,,,,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,20.0,,,,2019-01-25,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-01-25,,,,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,20.0,,,,2019-01-28,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-01-28,,,,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,20.0,,,,2019-01-29,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,2019-01-29,,,,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,20.0,,,,2019-01-30,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,2019-01-30,,,,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,20.0,,,,2019-01-31,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-01-31,75.0,,,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,20.0,,,,2019-02-01,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-02-01,75.0,,,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,,,,,2019-02-04,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-02-04,,,,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,,,,,2019-02-05,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-02-05,75.0,,,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,20.0,20.0,,,2019-02-06,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,,2019-02-06,,,,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,20.0,20.0,,,2019-02-07,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,2019-02-07,,,,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,20.0,,,,2019-02-08,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,,2019-02-08,,,,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,,,,,2019-02-11,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-02-11,75.0,,,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,,,,,2019-02-12,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-02-12,75.0,75.0,75.0,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,,,,,,2019-02-13,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-02-13,,,,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,20.0,,,,2019-02-14,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-02-14,,,,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,20.0,20.0,,,2019-02-15,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-02-15,75.0,,,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,,,,,2019-02-18,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-02-18,75.0,,,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,,,,,,2019-02-19,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-02-19,75.0,,,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,,,,,2019-02-20,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-02-20,75.0,75.0,75.0,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,,,,,2019-02-21,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-02-21,75.0,75.0,,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,,,,,2019-02-22,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-02-22,75.0,,,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,20.0,,,,2019-02-25,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-02-25,,,,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,,,,,2019-02-26,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-02-26,,,,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,,,,,2019-02-27,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-02-27,75.0,,,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,,,,,2019-02-28,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-02-28,75.0,,,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,20.0,20.0,,,2019-03-01,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-03-01,75.0,75.0,,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,20.0,20.0,,,2019-03-05,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-03-05,,,,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,20.0,,,,2019-03-06,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-03-06,75.0,,,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,20.0,20.0,,,2019-03-07,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-03-07,75.0,75.0,,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,20.0,,,,2019-03-08,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,,2019-03-08,,,,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,20.0,,,,2019-03-11,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-03-11,75.0,,,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,20.0,,,,2019-03-12,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-03-12,75.0,,,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,20.0,,,,2019-03-13,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-03-13,,,,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,20.0,,,,2019-03-14,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-03-14,75.0,75.0,,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,20.0,,,,2019-03-15,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-03-15,75.0,75.0,,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,,,,,2019-03-18,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-03-18,75.0,75.0,,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,,,,,2019-03-19,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-03-19,75.0,75.0,,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,,,,,2019-03-20,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-03-20,75.0,75.0,,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,20.0,,,,2019-03-22,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-03-22,,,,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,,,,,2019-03-25,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-03-25,75.0,,,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,,,,,2019-03-26,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-03-26,75.0,75.0,75.0,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,,,,,2019-03-27,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-03-27,75.0,75.0,75.0,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,20.0,,,,2019-03-28,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-03-28,75.0,75.0,75.0,75.0,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,,,,,2019-03-29,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-03-29,75.0,75.0,75.0,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,20.0,,,,2019-04-01,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-04-01,75.0,75.0,75.0,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,20.0,,,,2019-04-02,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-04-02,75.0,75.0,75.0,75.0,75.0,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,20.0,,,,2019-04-03,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-04-03,75.0,75.0,75.0,75.0,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,20.0,,,,2019-04-04,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-04-04,75.0,75.0,,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,,,,,,2019-04-05,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-04-05,75.0,75.0,,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,,,,,,2019-04-08,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-04-08,75.0,75.0,,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,,,,,2019-04-09,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-04-09,75.0,75.0,75.0,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,,,,,,2019-04-10,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-04-10,75.0,,,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,,,,,2019-04-11,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-04-11,75.0,75.0,,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,,,,,2019-04-12,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-04-12,75.0,75.0,,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,,,,,2019-04-15,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-04-15,75.0,,,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,,,,,2019-04-16,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-04-16,75.0,75.0,75.0,75.0,75.0,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,20.0,,,,2019-04-18,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-04-18,75.0,75.0,75.0,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,20.0,,,,2019-04-22,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-04-22,75.0,75.0,75.0,75.0,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,20.0,,,,2019-04-23,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-04-23,75.0,75.0,75.0,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,20.0,,,,2019-04-24,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-04-24,75.0,75.0,,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,20.0,,,,2019-04-25,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-04-25,75.0,75.0,75.0,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,20.0,20.0,,,2019-04-26,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-04-26,75.0,,,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,20.0,,,,2019-04-30,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-04-30,75.0,75.0,75.0,75.0,75.0,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,20.0,,,,2019-05-02,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-05-02,75.0,75.0,75.0,75.0,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,,,,,2019-05-03,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-05-03,75.0,75.0,,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,20.0,,,,2019-05-06,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-05-06,75.0,75.0,75.0,75.0,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,20.0,20.0,,,2019-05-07,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-05-07,75.0,75.0,75.0,75.0,75.0,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,20.0,20.0,,,2019-05-08,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-05-08,75.0,75.0,75.0,75.0,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,20.0,,,,2019-05-09,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-05-09,75.0,75.0,75.0,75.0,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,,,,,2019-05-10,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-05-10,75.0,75.0,,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,,,,,2019-05-13,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-05-13,75.0,75.0,,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,,,,,2019-05-14,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-05-14,75.0,75.0,75.0,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,20.0,,,,2019-05-15,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-05-15,,,,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,,,,,,2019-05-16,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-05-16,75.0,75.0,75.0,75.0,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,,,,,,2019-05-17,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-05-17,75.0,,,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,,,,,,2019-05-20,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-05-20,75.0,75.0,75.0,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,,,,,2019-05-21,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-05-21,75.0,75.0,75.0,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,,,,,,2019-05-22,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-05-22,75.0,75.0,75.0,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,,,,,,2019-05-23,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-05-23,75.0,75.0,75.0,75.0,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,,,,,,,2019-05-24,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-05-24,75.0,75.0,75.0,75.0,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,20.0,,,,2019-05-27,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-05-27,75.0,75.0,,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,,,,,2019-05-28,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-05-28,75.0,75.0,75.0,75.0,75.0,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,,,,,2019-05-29,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-05-29,75.0,75.0,75.0,75.0,75.0,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,,,,,2019-05-30,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-05-30,75.0,75.0,75.0,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,,,,,2019-05-31,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-05-31,75.0,75.0,75.0,75.0,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,,,,,2019-06-03,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-06-03,75.0,75.0,75.0,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,,,,,2019-06-04,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-06-04,75.0,75.0,75.0,75.0,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,,,,,2019-06-06,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-06-06,75.0,75.0,,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,,,,,,2019-06-07,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,2019-06-07,,,,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,,,,,,2019-06-10,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-06-10,75.0,75.0,75.0,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,,,,,2019-06-11,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-06-11,75.0,75.0,75.0,75.0,75.0,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,,,,,2019-06-12,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-06-12,75.0,75.0,,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,,,,,2019-06-13,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-06-13,75.0,75.0,75.0,75.0,75.0,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,,,,,,2019-06-14,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-06-14,75.0,,,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,20.0,,,,2019-06-17,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-06-17,75.0,75.0,75.0,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,,,,,2019-06-18,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-06-18,75.0,75.0,75.0,75.0,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,20.0,,,,2019-06-19,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-06-19,75.0,75.0,75.0,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,20.0,,,,2019-06-20,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-06-20,75.0,75.0,,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,,,,,2019-06-21,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-06-21,75.0,75.0,75.0,75.0,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,20.0,20.0,,,2019-06-24,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-06-24,75.0,75.0,75.0,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,,,,,2019-06-25,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-06-25,75.0,75.0,75.0,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,,,,,2019-06-26,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-06-26,75.0,,,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,20.0,,,,2019-06-27,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-06-27,75.0,75.0,,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,,,,,2019-06-28,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-06-28,75.0,75.0,,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,,,,,,2019-07-01,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-07-01,75.0,75.0,,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,,,,,2019-07-02,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-07-02,75.0,75.0,75.0,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,20.0,20.0,,,2019-07-03,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-07-03,75.0,75.0,,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,20.0,,,,2019-07-04,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2019-07-04,75.0,,,,,,,,,,,
BANKNIFTY,20.0,20.0,20.0,20.0,20.0,20.0,,,,2019-07-05,,,,,,,,,,,,
